text,domain,label,stratify_key
Choose the reaction expected to have the greatest decrease in entropy.,physics_chemistry,0,physics_chemistry_0
What is the difference between classification and regression?,statistics_ml,0,statistics_ml_0
How can we define the role of the state in achieving human security?,social_sciences,1,social_sciences_1
How does a uniform prior lead to the same estimates from maximum likelihood and mode of posterior?,statistics_ml,0,statistics_ml_0
The primary purpose of a not-for-profit organization's statement of activities is to provide relevant information to its,history_culture,0,history_culture_0
Rephrase Neural Network: Where to Start?,statistics_ml,0,statistics_ml_0
Regression when each observation of the dependent variable is a vector,statistics_ml,1,statistics_ml_1
How does Derek Parfit’s psychological continuity theory fundamentally dismantle the concept of absolute personal identity over time?,philosophy_ethics,1,philosophy_ethics_1
How does the allosteric inhibition of acetyl-CoA carboxylase by ATP and citrate regulate the flux of glycolysis in highly active metabolic states?,life_sciences,1,life_sciences_1
does ANOVA have to work on groups with replicates?,statistics_ml,0,statistics_ml_0
Regression with multiple dependent variables?,statistics_ml,0,statistics_ml_0
"A mixture of ideal gases consisting of 0.4 mole fraction of N_2 and 0.6 mole fraction of argon is flowing at a rate of 2500 lbm/hr through a heat exchanger, where its temperature is increased from 80°F to 450°F. Assuming that the heating process takes place at a constant pressure of 14.7 psia, determine the rate of heat addition.",engineering,0,engineering_0
The evolutionary histories of different kinds of organisms and their relationships to each other are illustrated in a:,history_culture,0,history_culture_0
How are US 'military moms' important to a critical reading of security?,social_sciences,1,social_sciences_1
"Use the Euclidean algorithm to prove that gcd(na, nb) = n gcd(a, b).",cs_software,1,cs_software_1
"significant in simple linear regression, but not significant in multiple regression, why?",statistics_ml,1,statistics_ml_1
Can hard determinism be coherently reconciled with the phenomenology of deliberation without eliminating the self?,philosophy_ethics,1,philosophy_ethics_1
Define standard deviation.,statistics_ml,0,statistics_ml_0
"What are the methodological vulnerabilities of using a Regression Discontinuity Design (RDD) for causal inference, and how does the McCrary density test mathematically detect endogenous sorting?",statistics_ml,1,statistics_ml_1
"Analyze the arguments of eliminative materialism which posit that propositional attitudes (beliefs, desires) constitute a radically false 'folk psychology' that will be replaced by neuroscience.",philosophy_ethics,1,philosophy_ethics_1
Why is the set of physically acceptable solutions to the time-independent Schrodinger equation discrete?,physics_chemistry,1,physics_chemistry_1
What is the evidence for the theory that theneurilemma sheathplays a role in the regeneration of severed nerves?,life_sciences,0,life_sciences_0
"Evaluate the specific mathematical assumptions of the continuum-based Navier-Stokes equations that break down entirely in rarefied hypersonic aerodynamics, necessitating the direct simulation Monte Carlo (DSMC) method.",engineering,1,engineering_1
How to prevent SQL injection in Question2Answer?,cs_software,0,cs_software_0
Can early second-look tympanoplasty reduce the rate of conversion to modified radical mastoidectomy?,life_sciences,0,life_sciences_0
Detail the synthetic pathways and stereochemical control required in the total synthesis of complex macrolide antibiotics using transition-metal cross-coupling reactions.,physics_chemistry,1,physics_chemistry_1
Is Maximum Likelihood Estimation (MLE) a parametric approach?,statistics_ml,0,statistics_ml_0
What is the interpretation of the p-value of 2.2e-16?,statistics_ml,0,statistics_ml_0
Location and number of sutures placed for hiatal hernia repair during laparoscopic adjustable gastric banding: does it matter?,life_sciences,1,life_sciences_1
In what way would a person diagnosed with schizophrenia most likely differ from a person diagnosed with a dissociative disorder?,social_sciences,0,social_sciences_0
Trace the linguistic and phonological evolution of Proto-Indo-European roots into modern Germanic language families.,history_culture,1,history_culture_1
Velocity of photon when changing direction,physics_chemistry,0,physics_chemistry_0
Treatment of vitamin D deficiency in CKD patients with ergocalciferol: are current K/DOQI treatment guidelines adequate?,life_sciences,1,life_sciences_1
error inserting php to database using a jquery function option textarea,cs_software,0,cs_software_0
How do engineers calculate the necessary resonant frequency of a Helmholtz resonator array designed to passively suppress low-frequency acoustic modes in a compressor intake?,engineering,1,engineering_1
Approximation error of confidence interval for the mean when $n \geq 30$,statistics_ml,1,statistics_ml_1
How does determinism challenge the reactive attitudes of praise and blame as formulated in P.F. Strawson's 'Freedom and Resentment'?,philosophy_ethics,1,philosophy_ethics_1
"Find the system function H(j\omega) = [{V_i (j\omega)} / {I_i (j\omega)}], and impulse response of a one-port network if the input voltage, v_i(t) = 100cos\omega_ot V, produces the input current, I_i (j\omega) = 100\pi [\delta (\omega +\omega_o) + \delta(\omega -\omega_o)] [(1 - j) / 2\omega].",engineering,0,engineering_0
What *is* an Artificial Neural Network?,statistics_ml,0,statistics_ml_0
Various Methods to Calculate Linear Regression,statistics_ml,0,statistics_ml_0
Explain the role of memory barriers and the volatile keyword in achieving sequential consistency across multiple cores in C++.,cs_software,1,cs_software_1
Whatfunctionsare served by sound communication in animals?,life_sciences,0,life_sciences_0
"When the Spanish explorer Hernando de Soto crossed a portion of the North American continent, his expedition encountered direct descendants of which people?",history_culture,0,history_culture_0
Is there any general statement about what kinds of problems can be solved more efficiently using a quantum computer?,physics_chemistry,1,physics_chemistry_1
What difference will urbanisation make for hunger and malnutrition?,life_sciences,1,life_sciences_1
How can I write a heredoc to a file in Bash script?,hpc,0,hpc_0
"Bash, ... check if a program is installed or not, using bash script",hpc,0,hpc_0
According to a Yale University study what smell is the most recognizable to American adults?,history_culture,0,history_culture_0
"When a fat-tree HPC network exhibits asymmetric routing under adversarial all-to-all communication patterns, how do you modify the MPI process topology to restore bandwidth without reconfiguring switches?",hpc,1,hpc_1
To what extent did the Columbian Exchange reshape European demographic and agricultural conditions that later enabled the Industrial Revolution?,history_culture,1,history_culture_1
Describe the algorithmic execution of Byte-Pair Encoding (BPE) and its necessity in mitigating the out-of-vocabulary (OOV) problem in large language model tokenization.,statistics_ml,1,statistics_ml_1
"How do retrotransposons mobilize within the eukaryotic genome via an RNA intermediate, and what mechanisms does the host cell use to suppress their transposition?",life_sciences,1,life_sciences_1
Discuss the microarchitectural mechanisms of a Rowhammer attack and how Target Row Refresh (TRR) attempts to mitigate bit flips in high-density DRAM.,cs_software,1,cs_software_1
"Why do sequence-based Conflict-Free Replicated Data Types (CRDTs) suffer from interleaving anomalies during concurrent text editing, and how does the Fractional Indexing approach resolve this?",cs_software,1,cs_software_1
"What are the specific performance penalties of false sharing in a multi-threaded C++ application, and how does aligning data structures to 64-byte boundaries resolve them?",hpc,1,hpc_1
Examine the cultural synthesis of indigenous Andean traditions and Spanish Catholicism that manifested in the visual arts of the Cuzco School during the colonial era.,history_culture,1,history_culture_1
How does the Metropolis-Hastings algorithm guarantee that the generated sequence of Markov chain samples converges to the target stationary posterior distribution using the detailed balance condition?,statistics_ml,1,statistics_ml_1
Determine the Nash Equilibrium for a Cournot duopoly model where two firms simultaneously choose continuous production quantities to maximize profit.,social_sciences,1,social_sciences_1
What is the name of the Hindu community associated with environmental activism?,history_culture,0,history_culture_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I slammed on my breaks to miss the ball as it came in to the road. Scenario 2 | I taught my children to play the xylophone.",philosophy_ethics,0,philosophy_ethics_0
Select values of a column into one row - Sql Server,cs_software,0,cs_software_0
Explain how the burst buffer tier in an HPC storage architecture coordinates with the parallel file system to asynchronously drain synchronous checkpointing I/O spikes.,hpc,1,hpc_1
How to ssh to a remote host using from within a bash script function?,hpc,0,hpc_0
Are many colorectal cancers due to missed adenomas?,life_sciences,0,life_sciences_0
A prokaryote that is thermophilic and methanogenic and has isoprenylglycerol ethers in its membrane instead of phospholipids is most likely,life_sciences,0,life_sciences_0
Discuss the application of spectral theory to analyze the asymptotic behavior of solutions to linear elliptic differential equations on unbounded domains.,mathematics,1,mathematics_1
Lemon owned 2000 shares of Spectrol Corp. common stock that were purchased in year 1 at $10.50 per share. In year 4 Lemon received a 5% non-taxable dividend of Spectrol common stock. In year 5 the stock split 2-for-1. In the current year Lemon sold 800 shares. What is Lemon's basis in the 800 shares of stock sold?,history_culture,1,history_culture_1
Anxiety induced by reading about an automobile accident some months after having had such an accident best described as an instance of,social_sciences,0,social_sciences_0
How does SQL Server's optimizer estimate the number of rows in a joined table?,cs_software,1,cs_software_1
Analyze the socioeconomic factors contributing to the decline of the European manorial system in the 14th century following the demographic shock of the Black Death.,history_culture,1,history_culture_1
Averaging the output of multiple decision trees helps _.,statistics_ml,0,statistics_ml_0
How to increment a date in a Bash script,hpc,0,hpc_0
select box data with apostrophe not submit in database,cs_software,0,cs_software_0
Does ischemic preconditioning require reperfusion before index ischemia?,life_sciences,0,life_sciences_0
"An investor is looking to purchase a security for $100 with an initial margin of 50% (meaning the investor is using $50 of his money to purchase the security and borrowing the remaining $50 from a broker). In addition, the maintenance margin is 25%. At what price of the security will the investor receive a margin call?",social_sciences,0,social_sciences_0
Sanity check about Wikipedia definition of differentiable manifold as a locally ringed space,mathematics,1,mathematics_1
"Trish’s resting heart rate is 50 beats per minute. For every minute she exercises, her heart rate increases 5 beats per minute. How long will it take her to reach a heart rate of 120 beats per minute?",mathematics,0,mathematics_0
"Had the Byzantine Empire survived the 1453 Ottoman conquest, what would have been the likely trajectory of Renaissance humanism in southern Europe?",history_culture,1,history_culture_1
What is your astrological sign if you were born on Halloween?,history_culture,0,history_culture_0
What is the theoretical justification for applying the Central Limit Theorem to construct asymptotic confidence intervals for Maximum Likelihood Estimators (MLE) that lack closed-form solutions?,statistics_ml,1,statistics_ml_1
Trace the theological influence of Zoroastrian dualism on the development of early Abrahamic eschatology and concepts of the afterlife.,history_culture,1,history_culture_1
"A single turn loop is situated in air, with a uniform magnetic field normal to its plane. The area of the loop is 5 meter^2. What is theemfappearing at the terminals of the loop, if the rate of change of flux density is 2webers/meter^2/sec ?",engineering,0,engineering_0
"A driver of a car negligently hit a pole causing injuries to his passenger. The passenger was rushed by ambulance to the hospital where he received treatment and surgery. While operating on the injured passenger, the surgeon negligently caused severe internal injuries to the patient. Can the passenger collect damages from the driver for the surgeon's negligence?",social_sciences,1,social_sciences_1
How does increasing the distance between 2 copper plates in a circuit affect the capacitance?,engineering,0,engineering_0
Which Jewish group demanded a narrow and literal interpretation of the Torah?,history_culture,0,history_culture_0
Discuss the epigenetic consequences of ten-eleven translocation (TET) enzymes in driving active DNA demethylation through the iterative oxidation of 5-methylcytosine.,life_sciences,1,life_sciences_1
How are quantum gates implemented in reality?,physics_chemistry,0,physics_chemistry_0
How does the Solow-Swan neoclassical growth model mathematically demonstrate that capital accumulation alone cannot sustain long-term economic growth without exogenous technological progress?,social_sciences,1,social_sciences_1
Examine the ecological consequences of introducing Wolbachia-infected Aedes aegypti mosquitoes as a biological control agent against dengue fever transmission in urban environments.,life_sciences,1,life_sciences_1
How do structural equation modeling techniques evaluate the latent variables influencing socioeconomic mobility across multi-generational cohort studies?,social_sciences,1,social_sciences_1
Advice on CUDA algorithm to sum columns of a matrix,hpc,1,hpc_1
Evaluate the packet loss recovery mechanics in the QUIC protocol compared to traditional TCP Selective Acknowledgments (SACK) over high-latency lossy networks.,cs_software,1,cs_software_1
Evaluate the effectiveness of using the Focal Loss function in training object detection models to address extreme foreground-background class imbalance.,statistics_ml,1,statistics_ml_1
Which form of migration below are farm workers from another country most likely to be practicing during the year?,history_culture,0,history_culture_0
How to extract data from matplotlib plot,hpc,0,hpc_0
How would one design a circuit to swtich between external power source and a battery?,engineering,0,engineering_0
"Why is the unbiasedness condition in hypothesis testing called ""unbiasedness""?",statistics_ml,1,statistics_ml_1
"In general, it can be said that job satisfaction",social_sciences,0,social_sciences_0
Discuss the theoretical framework of spatial mismatch theory regarding structural barriers to urban employment access in racially segregated labor markets.,social_sciences,1,social_sciences_1
The fact that Will was better able to memorize his lines in the school play after finding out the meanings behind the words best illustrates the influence of,social_sciences,0,social_sciences_0
What is the best directory to install a Bash Script?,hpc,0,hpc_0
Memory research indicates that memories may be physically stored in the brain through strengthened connections between brain neurons. What is this process called?,social_sciences,0,social_sciences_0
How did the syncretic adoption of indigenous Mesoamerican deities into the Catholic pantheon function as a dual mechanism of both colonial resistance and cultural assimilation in 16th-century Mexico?,history_culture,1,history_culture_1
An auditor decides to use the blank form of positive accounts receivable confirmation. The auditor should be aware that the blank form may be ineffective because,history_culture,0,history_culture_0
Explain the theoretical constraints of static taint analysis when detecting blind SQL injection vulnerabilities in highly reflective languages like PHP.,cs_software,1,cs_software_1
How is quantum mechanics compatible with the speed of light limit?,mathematics,1,mathematics_1
Change Data Type Varchar To Varbinary(max) In SQL Server,cs_software,0,cs_software_0
"A lens is required to form a virtual image with a magnification of 5 at a distance of 25 cm from the lens. If the glass selected for its construction has a refractive index of 1.60 for the frequency of the light to be used, and one surface is to be plane, what must be the radius of curvature of the other surface of the lens?",physics_chemistry,0,physics_chemistry_0
What are the phenomenological implications of quantum entanglement and Bell's Theorem in ruling out local hidden-variable theories?,physics_chemistry,1,physics_chemistry_1
Is the affinity column-mediated immunoassay method suitable as an alternative to the microparticle enzyme immunoassay method as a blood tacrolimus assay?,life_sciences,1,life_sciences_1
The astronomical unit parsec (pc) plays a crucial role in astronomy. One parsec is equal to about 3.26 light-years. How is one parsec defined in astronomy?,physics_chemistry,0,physics_chemistry_0
Why is ANOVA interaction no longer significant after including a covariate?,statistics_ml,1,statistics_ml_1
CUDA: efficient method for generating random integers in a fixed range without repeats?,hpc,1,hpc_1
"In SQL, what's the difference between count(column) and count(*)?",cs_software,0,cs_software_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the seven eleven and placed my items on the counter. Scenario 2 | At the theater, I took out my phone before the movie started to text a friend.",philosophy_ethics,0,philosophy_ethics_0
How do you calculate the required prestressing force in a post-tensioned concrete beam to prevent tensile cracking under maximum live load?,engineering,1,engineering_1
Do Wound Cultures Give Information About the Microbiology of Blood Cultures in Severe Burn Patients?,life_sciences,0,life_sciences_0
"Huemer worries that the employment of a ""war"" metaphor when describing government policies about drug use",philosophy_ethics,0,philosophy_ethics_0
"If a couple has had three sons and the woman is pregnant with their fourth child, what is the probability that child 4 will also be male?",life_sciences,0,life_sciences_0
We Don't NEED Quantum Gravity because Gravity isn't Even A Force!,physics_chemistry,1,physics_chemistry_1
The density of a gaseous compound was found to be $1.23 \mathrm{kg} \mathrm{m}^{-3}$ at $330 \mathrm{K}$ and $20 \mathrm{kPa}$. What is the molar mass of the compound?,physics_chemistry,0,physics_chemistry_0
"If a graph has a Hamilton Path starting at every vertex, must it contain a Hamilton Circuit?",engineering,1,engineering_1
"Examine the psychological mechanisms of implicit bias and stereotype threat, and their structural manifestations in judicial sentencing disparities.",social_sciences,1,social_sciences_1
Infinitely differentiable functions: how to prove that $e^\frac{1}{x^2-1}$ has derivative of any order?,mathematics,1,mathematics_1
Maddie will ride her bike a total of 56 miles over 7 days. She will ride the same number of miles each day. What is the total number of miles Maddie will ride each day?,mathematics,0,mathematics_0
How is next generation sequencing (NGS) most often used?,life_sciences,0,life_sciences_0
Analyze the socioeconomic factors contributing to the decline of the European manorial system in the 14th century following the demographic shock of the Black Death.,history_culture,1,history_culture_1
What is the time complexity of the Hindley-Milner type inference unification algorithm in functional programming languages like Haskell?,cs_software,1,cs_software_1
How to select a threshold for logistic regression in case of imbalance in class distribution,statistics_ml,0,statistics_ml_0
Is there any way to justify or derive the form of the Lorentz force from relativity theory?,physics_chemistry,1,physics_chemistry_1
"Students in AP Statistics class were timed in seconds while solving a series of mathematical brainteasers. One student's time had a standardized score of z = 2.40. If the times are all changed to minutes, what will then be the student's standardized score?",statistics_ml,0,statistics_ml_0
How does an out-of-order execution pipeline theoretically limit the instructions per cycle (IPC) for heavily branch-dependent HPC workloads?,hpc,1,hpc_1
"In his discussion of the Divided Line, Plato says that, in contrast to mere belief or opinion, knowledge is a belief for which we give reasons or justifications by appealing:",philosophy_ethics,0,philosophy_ethics_0
"When the relationship between the predictor (the X variable) and the criterion (the Y variable) is curvilinear and both variables are measured on an interval or ratio scale, the appropriate correlation coefficient is:",social_sciences,0,social_sciences_0
Evaluate the moral permissibility of 'libertarian paternalism' (nudging) and whether its implementation fundamentally infringes upon autonomous rational agency in public health policy.,philosophy_ethics,1,philosophy_ethics_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I heard you got cancer, Jessa said sadly. Scenario 2 | My son said he was worthless, and I argued with him vehemently about that.",philosophy_ethics,0,philosophy_ethics_0
Explain the cosmological implications of the cosmic microwave background (CMB) anisotropies in mapping the inflationary epoch of the early universe.,physics_chemistry,1,physics_chemistry_1
How to count the number of rows and cols in matrix?,mathematics,0,mathematics_0
"International development may be tied to the security of the state, why?",social_sciences,1,social_sciences_1
Why no compiler error for main() without a return at the end?,cs_software,0,cs_software_0
Icons are a main feature of which church?,history_culture,0,history_culture_0
Is the change in orbital of an electron the only way a photon is created,physics_chemistry,0,physics_chemistry_0
"Let $P(r,t,T)$ denote the price at time $t$ of $1 to be paid with certainty at time $T, t\leT$, if the short rate at time $t$ is equal to $r$. For a Vasicek model you are given: $P(0.04, 0, 2)=0.9445$, $P(0.05, 1, 3)=0.9321$, $P(r^*, 2, 4)=0.8960$. What is $r^*$?",social_sciences,1,social_sciences_1
Peak flow meters record:,life_sciences,0,life_sciences_0
In very basic terms describe the structure of a retroviral virion.,life_sciences,0,life_sciences_0
Why did the Industrial Revolution fail to emerge in the Ottoman Empire despite its integration into global trade networks throughout the eighteenth century?,history_culture,1,history_culture_1
Matrix with inclined lines?,mathematics,0,mathematics_0
The body of law which establishes rights between persons and provides for redress for violation of those rights is known as:,philosophy_ethics,0,philosophy_ethics_0
Select the best translation into predicate logic. Alexis is greeted by Ben. (a: Alexis; b: Ben; Gxy: x greets y),philosophy_ethics,0,philosophy_ethics_0
Free tool for Visual Testing / visual regression testing?,statistics_ml,0,statistics_ml_0
Will clinical studies elucidate the connection between the length of storage of transfused red blood cells and clinical outcomes?,life_sciences,1,life_sciences_1
Hume claims that a person who is unaffected by images of human happiness or misery will also be indifferent to:,philosophy_ethics,0,philosophy_ethics_0
Can Bayesian epistemology assign meaningful prior probabilities to hypotheses about the external world's existence?,philosophy_ethics,1,philosophy_ethics_1
"Hart writes: '[T]he certification of something as legally valid is not conclusive of the question of obedience ... however great the aura of majesty or authority which the official system may have, its demands must in the end be submitted to a moral scrutiny.' What does this say about the nature of legal positivism?",philosophy_ethics,1,philosophy_ethics_1
On reset what happens in embedded system?,engineering,0,engineering_0
Analyze the macroeconomic transmission mechanisms through which central bank quantitative easing (QE) inflates financial asset prices while failing to correspondingly stimulate wage growth in the real economy.,social_sciences,1,social_sciences_1
Calculate the minimum depth at which water pipes have to bepositioned below the ground surface to avoid freezing in a geographicalarea with a mean winter temperature of 7°C andif the temperature of ambient air suddenly drops to - 8°C and remains there for a maximum period of 60 hrs.,engineering,1,engineering_1
How does the filter-amplitude theory account for selective attention in hearing?,social_sciences,1,social_sciences_1
What is the theoretical mechanism of Edwin Sutherland’s Differential Association Theory in explaining how criminal behavior is learned within peer groups?,social_sciences,1,social_sciences_1
Analyze the semantic distinctions between intension and extension in Gottlob Frege's philosophy of language.,philosophy_ethics,1,philosophy_ethics_1
Does this power path circuit work?,engineering,0,engineering_0
Analyze the cultural diffusion of Buddhism along the Silk Road and its syncretic evolution into the Pure Land and Chan schools during the Tang Dynasty.,history_culture,1,history_culture_1
Simple bash script failing when installed on Crontab,hpc,0,hpc_0
Evaluate the critical necessity of examining researcher positionality and self-reflexivity to mitigate ethnocentric bias in qualitative ethnographic field studies.,social_sciences,1,social_sciences_1
"While operating on variable frequency supplies, the AC motor requires variable voltage in order to",engineering,0,engineering_0
Explain how the eBPF verifier in the Linux kernel guarantees termination and prevents out-of-bounds memory access through directed acyclic graph (DAG) analysis of instruction paths.,cs_software,1,cs_software_1
ERROR 1064 (42000) You have an error in your SQL syntax during import,cs_software,0,cs_software_0
What is the obligation of the peaceful settlement of disputes?,history_culture,0,history_culture_0
What is feudalism?,history_culture,0,history_culture_0
Evaluate the network communication bottlenecks of performing a 3D Fast Fourier Transform (FFT) on a massively parallel distributed system.,hpc,1,hpc_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I let my dog hump all the dogs in the dog park. Scenario 2 | I put my son's dishes in the dishwasher and started it.",philosophy_ethics,0,philosophy_ethics_0
The rotational inertia of an object is greater when most of the mass is located,engineering,0,engineering_0
Describe the implementation of eBPF (Extended Berkeley Packet Filter) hooking mechanisms for zero-overhead network observability in modern Linux kernels.,cs_software,1,cs_software_1
What happens at the molecular level when a solid substance melts into a liquid during a thermal phase change?,physics_chemistry,0,physics_chemistry_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I spent the rent money at the casino. Scenario 2 | I drove above the speed limit to get to and defuse the bomb.",philosophy_ethics,0,philosophy_ethics_0
What is the purpose of sovereign immunity?,history_culture,0,history_culture_0
What represents a double in sql server?,cs_software,0,cs_software_0
"In the context of Gardiner's article, what is ""the dispersion of causes and effects""?",philosophy_ethics,0,philosophy_ethics_0
How does the Doctrine of Double Effect theoretically differentiate between foreseen collateral damage and intended harm when applied to complex military targeting ethics?,philosophy_ethics,1,philosophy_ethics_1
discuss these two points of view andgive evidence for both sides.,social_sciences,1,social_sciences_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | My neighbor finds a letter containing my paycheck in their mailbox and tries to cash it at the local bank. Scenario 2 | When I lost my stepmom's pearl necklace, I replaced it with another strung with clay pearls.",philosophy_ethics,0,philosophy_ethics_0
Is there a Non-prime Number that is Divisible only by Numbers Greater than its Square Root?,mathematics,1,mathematics_1
"The lowest possible temperature is absolute zero, at",engineering,0,engineering_0
"If a body is cooled below ambient temperature by a system, it can then be used to freeze water. Calculate the maximum air temperature for which freezing takes place.",engineering,1,engineering_1
necessary and sufficient condition for trivial kernel of a matrix over a commutative ring,mathematics,1,mathematics_1
What are the general methods currently used in the treatment of functional psychoses?,social_sciences,0,social_sciences_0
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I get good grades because I do my homework. Scenario 2 | My sister asked me not to wear her jersey, so I just left it in her closet.",philosophy_ethics,0,philosophy_ethics_0
"At the end of the course, Professor Jones told us that we were the best class he had ever had. That's why I'm sure that the 0.0 the appeared on my grade report is a mistake. Surely, if we were as good a class as Professor Jones said we were, none of us deserved to fail.",philosophy_ethics,0,philosophy_ethics_0
I have a CUDA error when rendering,hpc,0,hpc_0
"According to Jaina traditions, what does the term ajiva mean?",history_culture,0,history_culture_0
Shell Script - how to scp into remote server and download files and protect password,hpc,0,hpc_0
"""A virulent organism is as good as dead if it is not communicable ."" Explain.",life_sciences,0,life_sciences_0
Machine Learning: What are the types of data set?,statistics_ml,0,statistics_ml_0
Explain how the mechanism of Contrastive Language-Image Pre-training (CLIP) utilizes a symmetric cross-entropy loss function to align multi-modal embeddings in a shared latent space.,statistics_ml,1,statistics_ml_1
Can epistemic justification survive radical skepticism without circularity if all meta-justifications rely on the very faculties being questioned?,philosophy_ethics,1,philosophy_ethics_1
How does the Riemann Hypothesis connect the distribution of prime numbers to the non-trivial zeros of the Riemann zeta function analytically continued across the complex plane?,mathematics,1,mathematics_1
"In meiosis, recombination occurs in:",life_sciences,0,life_sciences_0
"Before the Masters and Johnson research, it was thought that vaginal lubrication was due to secretions of",social_sciences,0,social_sciences_0
"What is the role of heuristic biases, specifically the availability heuristic and anchoring, in systematically distorting rational choice models of consumer behavior?",social_sciences,1,social_sciences_1
"What are the logical vulnerabilities in Anselm’s ontological argument for the existence of God, specifically regarding Kant's assertion that 'existence is not a predicate'?",philosophy_ethics,1,philosophy_ethics_1
Analyze the causes of the Fronde rebellions in 17th-century France and their role in solidifying the absolutist reign of Louis XIV.,history_culture,1,history_culture_1
Can you name the ancient wonders of the world?,history_culture,0,history_culture_0
Evaluate the ethical constraints of the Doctrine of Doing and Allowing (DDA) in distinguishing between the moral culpability of active euthanasia versus the cessation of life-sustaining treatment.,philosophy_ethics,1,philosophy_ethics_1
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I watched the driver speed up to avoid the cat in the road. Scenario 2 | I knew my girlfriend had a fur allergy so I surprised her with a hairless cat.",philosophy_ethics,0,philosophy_ethics_0
"MH algorithm, how much samples should be discarded?(how many burn ins)",cs_software,1,cs_software_1
Describe the electrochemical kinetics that drive dendrite formation in solid-state lithium-metal batteries during high C-rate charging.,engineering,1,engineering_1
Does the repugnant conclusion reveal a flaw in total utilitarianism or in our moral intuitions themselves?,philosophy_ethics,1,philosophy_ethics_1
How to make a bash script wait and then continue running?,hpc,0,hpc_0
Which is one of the most fundamental themes of Japanese culture and civilization?,history_culture,0,history_culture_0
"What are the topological phases of matter, and how do they theoretically relate to the fractional quantum Hall effect?",physics_chemistry,1,physics_chemistry_1
How to record x11 Display on remote server,hpc,0,hpc_0
"Which Guru ordered the building of the Darbar Sahib, also known as the Divine Court?",history_culture,0,history_culture_0
Gradient descent of $f(w)=\frac12w^TAw-b^Tw$ viewed in the space of Eigenvectors of $A$,statistics_ml,1,statistics_ml_1
"Quantum Entanglement and transfer of time information, is it possible?",physics_chemistry,1,physics_chemistry_1
Analyze the impact of the printing press on the democratization of legal texts and the erosion of common law monopolies in early modern Europe.,history_culture,1,history_culture_1
Evaluate the methodological limits of using Difference-in-Differences (DiD) econometric estimators when the parallel trends assumption is violated by unobserved time-varying shocks.,social_sciences,1,social_sciences_1
"Adam Smith could count on self-interest to spur businessmen to greater efficiency. Now, with the rise of large corpora-tions , can modern economists also count on self-interest to produce efficiency?",social_sciences,1,social_sciences_1
The power required to raise a 100-kg crate a vertical distance of 2 m in a time of 4 s is,engineering,0,engineering_0
What makes a gene dominant or recessive,life_sciences,0,life_sciences_0
"In a proof by contradiction, what if both the proposition and its negation lead to contradictions?",mathematics,1,mathematics_1
Analyze the thermodynamic principles behind the Maxwell relations and how they are used to derive changes in internal energy from measurable state variables.,physics_chemistry,1,physics_chemistry_1
Are the peremptory norms of international law the only norms that set out obligations erga omnes?,history_culture,1,history_culture_1
Discuss David Harvey's Marxist geographical concept of the 'spatial fix' and how capitalism temporarily resolves internal crises of overaccumulation through imperial geographic expansion.,social_sciences,1,social_sciences_1
Dealing with Complete Separation in Logistic Regression when Reporting,statistics_ml,1,statistics_ml_1
"I want to write an algorithm in overleaf, but it comes up with errors",cs_software,0,cs_software_0
Gamma Co. a manufacturer of medical products had a 10% return on assets and an asset turnover of 4:1. What was Gamma's profit margin on sales?,history_culture,0,history_culture_0
How does the kernel trick in Support Vector Machines (SVMs) implicitly map non-linearly separable inputs into an infinite-dimensional feature space without computing the coordinates explicitly?,statistics_ml,1,statistics_ml_1
"Using the method of dimensional analysis, deduce a relationship between the bubble diameter and the properties of water when bubbles are formed by a gas ejecting out from a small orifice underneath the water surface.",engineering,1,engineering_1
"What software programs are used to draw Mechanics, Electricity & Magnetism, Waves, Thermodynamics, Optics & Modern Physics diagrams?",physics_chemistry,0,physics_chemistry_0
Can quantum entanglement provide a faster way of transfer of information than the speed of light?,physics_chemistry,0,physics_chemistry_0
Labeling solutions of an Eigenvalue equation involving Bessel functions,mathematics,0,mathematics_0
Which State exercises jurisdiction over vessels on the high seas?,history_culture,0,history_culture_0
"When an element ejects an alpha particle, the mass number of the resulting element",engineering,0,engineering_0
Which is the easiest way to burn a silver coin?,physics_chemistry,0,physics_chemistry_0
"A cylinder which contains 3 pounds of saturated liquid water at a constant pressure of 30 psia is heated until the quality of the mixture is 70 per cent. Calculate: a) the initial temperature, b) the final pressure and temperature, and c) the volume change of the mixture.",engineering,1,engineering_1
